                                        Temperature
32           70736.3783    163712.7825    322104.0980    567877.2347    922752.5587
33           73262.3268    171053.3769    338346.7801    598716.3865    975524.5915
34           75694.3248    178271.3704    354480.6803    629532.2168   1028469.6241
35           78027.9945    185349.2190    370466.5107    660251.5111   1081464.3873
36           80259.5714    192270.1510    386265.9285    690802.5145   1134388.1293
37           82385.9046    199018.2524    401841.7043    721115.1518   1187122.7493
38           84404.4669    205578.5708    417157.9299    751121.3707   1239553.5820
39           86313.3716    211937.2364    432180.2515    780755.4391   1291569.4938
40           88111.3978    218081.5928    446876.1260    809954.3374   1343063.5407
41           89798.0169    224000.3345    461215.0880    838658.1418   1393933.4225
42           91373.4186    229683.6422    475169.0170    866810.4192   1444081.9879
43           92838.5300    235123.3080    488712.3938    894358.6065   1493417.6875
44           94195.0225    240312.8443    501822.5370    921254.4034   1541855.2899
45           95445.3030    245247.5667    514479.8047    947454.0371   1589315.8083
46           96592.4852    249924.6458    526667.7591    972918.6045   1635727.3953
47           97640.3401    254343.1226    538373.2793    997614.2604   1681025.3897
48           98593.2260    258503.8848    549586.6222   1021512.3794   1725152.6098
49           99456.0002    262409.6022    560301.4249   1044589.6431   1768059.5296
50          100233.9172    266064.6250    570514.6505   1066828.0513   1809704.3545
51          100932.5173    269474.8463    580226.4756   1088214.8394   1850052.8454
52          101557.5127    272647.5363    589440.1299   1108742.4019   1889078.6969
53          102114.6753    275591.1531    598161.6837   1128408.0233   1926762.7928
54          102609.7334    278315.1402    606399.8012   1147213.6431   1963093.1625
55          103048.2794    280829.7159    614165.4628   1165165.5663   1998064.8450
56          103435.6928    283145.6648    621471.6647   1182274.0565   2031679.0788
57          103777.0793    285274.1361    628333.1103   1198553.0086   2063943.3537
58          104077.2272    287226.4566    634765.8952   1214019.4651   2094870.3198
59          104340.5787    289013.9613    640787.2027   1228693.2688   2124477.8779
60          104571.2166    290647.8459    646415.0088   1242596.5971   2152788.2974
61          104772.8620    292139.0422    651667.8074   1255753.5390   2179827.6184
62          104948.8829    293498.1171    656564.3617   1268189.7470   2205625.5378
63          105102.3089    294735.1951    661123.4771   1279931.9669   2230214.1298
64          105235.8520    295859.9020    665363.8100   1291007.7830   2253628.1361
65          105351.9295    296881.3279    669303.7006   1301445.2343   2275903.9630
66          105452.6888    297808.0071    672961.0382   1311272.5662   2297079.5550
67          105540.0327    298647.9127    676353.1514   1320517.9479   2317193.7277
68          105615.6433    299408.4616    679496.7261   1329209.2641   2336285.8707
69          105681.0052    300096.5287    682407.7458   1337373.9290   2354395.5843
70          105737.4264    300718.4685    685101.4530   1345038.7442   2371562.4650
71          105786.0586    301280.1395    687592.3275   1352229.7773   2387825.8340
72          105827.9138    301786.9326    689894.0802   1358972.2845   2403224.6550
73          105863.8808    302243.8005    692019.6558   1365290.5922   2417796.9366
74          105894.7393    302655.2871    693981.2491   1371208.0956   2431579.9547
75          105921.1723    303025.5575    695790.3255   1376747.2131   2444609.9896
76          105943.7773    303358.4251    697457.6471   1381929.3670   2456922.1767
77          105963.0766    303657.3796    698993.3047   1386775.0375   2468550.8830
78          105979.5258    303925.6115    700406.7457   1391303.6678   2479528.7856
79          105993.5219    304166.0359    701706.8111   1395533.7916   2489887.7392
80          106005.4102    304381.3147    702901.7648   1399482.9691   2499658.0240
81          106015.4906    304573.8766    703999.3299   1403167.8946   2508868.9940
82          106024.0231    304745.9361    705006.7185   1406604.3944   2517548.7989
83          106031.2327    304899.5107    705930.6622   1409807.4677   2525724.4522
84          106037.3137    305036.4368    706777.4399   1412791.2802   2533421.5175
85          106042.4337    305158.3844    707552.9082   1415569.2830   2540664.8157
86          106046.7368    305266.8711    708262.5242   1418154.1669   2547477.8034
87          106050.3470    305363.2743    708911.3721   1420557.9488   2553883.0284
88          106053.3703    305448.8426    709504.1842   1422791.9577   2559901.7778
89          106055.8977    305524.7073    710045.3657   1424866.9405   2565554.7260
90          106058.0066    305591.8915    710539.0114   1426793.0166   2570861.3385
91          106059.7632    305651.3198    710988.9276   1428579.7586   2575840.3381
92          106061.2238    305703.8267    711398.6483   1430236.1837   2580509.4374
93          106062.4359    305750.1644    711771.4524   1431770.7984   2584885.5240
94          106063.4401    305791.0100    712110.3822   1433191.6616   2588985.0062
95          106064.2705    305826.9723    712418.2545   1434506.3277   2592823.1771
96          106064.9560    305858.5980    712697.6768   1435721.9201   2596414.6645
97          106065.5208    305886.3775    712951.0608   1436845.1372   2599773.3290
98          106065.9853    305910.7497    713180.6356   1437882.3009   2602912.5221
99          106066.3666    305932.1074    713388.4579   1438839.3284   2605844.7210
100         106066.6792    305950.8014    713576.4272   1439721.8299   2608582.2000
101         106066.9348    305967.1445    713746.2906   1440535.0079   2611136.0776
102         106067.1436    305981.4157    713899.6596   1441283.8145   2613517.4965
103         106067.3137    305993.8627    714038.0147   1441972.8547   2615736.7128
104         106067.4521    306004.7060    714162.7162   1442606.4441   2617803.4629
105         106067.5646    306014.1410    714275.0105   1443188.5783   2619726.6018
106         106067.6557    306022.3409    714376.0453   1443723.1047   2621515.4285
107         106067.7294    306029.4590    714466.8682   1444213.5326   2623178.0221
108         106067.7890    306035.6307    714548.4385   1444663.1570   2624722.1693
109         106067.8371    306040.9755    714621.6348   1445075.0920   2626155.5551
110         106067.8757    306045.5988    714687.2591   1445452.2332   2627485.3698
111         106067.9068    306049.5932    714746.0407   1445797.2237   2628717.9512
112         106067.9317    306053.0402    714798.6464   1446112.5745   2629859.6970
113         106067.9516    306056.0113    714845.6821   1446400.5970   2630916.4347
114         106067.9676    306058.5691    714887.6996   1446663.4580   2631893.8181
115         106067.9803    306060.7687    714925.1998   1446903.1513   2632797.0117
116         106067.9904    306062.6578    714958.6378   1447121.5509   2633631.0741
117         106067.9985    306064.2785    714988.4283   1447320.4339   2634401.0982
118         106068.0048    306065.6672    715014.9425   1447501.3468   2635111.0309
119         106068.0099    306066.8557    715038.5177   1447665.7564   2635764.8881
120         106068.0139    306067.8717    715059.4619   1447815.0850   2636366.9686
121         106068.0171    306068.7392    715078.0494   1447950.5638   2636920.6158
122         106068.0195    306069.4789    715094.5298   1448073.3759   2637429.3558
123         106068.0215    306070.1090    715109.1270   1448184.5914   2637896.3047
124         106068.0230    306070.6450    715122.0441   1448285.2288   2638324.6408
125         106068.0242    306071.1005    715133.4637   1448376.2252   2638717.3333
126         106068.0252    306071.4870    715143.5475   1448458.3857   2639076.6761
127         106068.0259    306071.8147    715152.4434   1448532.5176   2639405.3654
128         106068.0265    306072.0920    715160.2824   1448599.3239   2639705.6041
129         106068.0269    306072.3265    715167.1826   1448659.4635   2639979.5377
130         106068.0273    306072.5245    715173.2500   1448713.5490   2640229.2504
131         106068.0276    306072.6915    715178.5796   1448762.1488   2640456.7372
132         106068.0278    306072.8322    715183.2550   1448805.7501   2640663.5663
133         106068.0279    306072.9505    715187.3519   1448844.8277   2640851.4454
134         106068.0280    306073.0499    715190.9373   1448879.8004   2641021.8237
135         106068.0281    306073.1332    715194.0717   1448911.0728   2641176.2446
136         106068.0282    306073.2031    715196.8085   1448939.0062   2641316.0607
137         106068.0283    306073.2615    715199.1948   1448963.9164   2641442.4141
138         106068.0283    306073.3103    715201.2722   1448986.0876   2641556.3407
139         106068.0283    306073.3510    715203.0781   1449005.7911   2641658.8925
140         106068.0284    306073.3849    715204.6466   1449023.2931   2641751.2037
